IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,89,,,,,,89,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,COL,Colombia,Year,2020,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,9,,,,,,9,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,ISL,Iceland,Year,2020,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,90,,,,,,90,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,NOR,Norway,Year,2020,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,90,,,,,,90,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2020,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,97,,,,,,97,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2020,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,98,,,,,,98,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2020,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,99,,,,,,99,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,0,,,,,,0,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,COL,Colombia,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,10,,,,,,10,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,10,,,,,,10,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,GEO,Georgia,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,11,,,,,,11,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2019,true,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,14,,,,,,14,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,2,,,,,,2,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,GUY,Guyana,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,20,,,,,,20,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,24,,,,,,24,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,24,,,,,,24,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AFR,Africa,Country,SEN,Senegal,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,25,,,,,,25,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,27,,,,,,27,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,BRB,Barbados,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,29,,,,,,29,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,31,,,,,,31,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,FRA,France,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,33,,,,,,33,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,SUR,Suriname,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,38,,,,,,38,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,URY,Uruguay,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,38,,,,,,38,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,39,,,,,,39,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,40,,,,,,40,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,GRD,Grenada,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,41,,,,,,41,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,43,,,,,,43,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,LVA,Latvia,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,44,,,,,,44,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,46,,,,,,46,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AFR,Africa,Country,BWA,Botswana,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,47,,,,,,47,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,47,,,,,,47,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,49,,,,,,49,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,USA,United States of America,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,49,,,,,,49,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,SMR,San Marino,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,50,,,,,,50,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,52,,,,,,52,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2019,true,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,52,,,,,,52,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,53,,,,,,53,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,54,,,,,,54,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,EST,Estonia,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,54,,,,,,54,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,ISR,Israel,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,54,,,,,,54,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,54,,,,,,54,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,55,,,,,,55,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,56,,,,,,56,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,57,,,,,,57,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,59,,,,,,59,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,HND,Honduras,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,59,,,,,,59,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,59,,,,,,59,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,6,,,,,,6,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,6,,,,,,6,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,FIN,Finland,Year,2019,true,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,61,,,,,,61,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,DNK,Denmark,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,62,,,,,,62,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,BLZ,Belize,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,63,,,,,,63,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,AND,Andorra,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,64,,,,,,64,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2019,true,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,64,,,,,,64,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AFR,Africa,Country,UGA,Uganda,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,64,,,,,,64,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,66,,,,,,66,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,BRA,Brazil,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,67,,,,,,67,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,67,,,,,,67,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,67,,,,,,67,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,67,,,,,,67,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,68,,,,,,68,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,BEL,Belgium,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,69,,,,,,69,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,IRL,Ireland,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,69,,,,,,69,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,7,,,,,,7,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,70,,,,,,70,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,73,,,,,,73,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2019,true,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,73,,,,,,73,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,PAN,Panama,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,73,,,,,,73,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AMR,Americas,Country,PER,Peru,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,76,,,,,,76,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,HUN,Hungary,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,78,,,,,,78,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,79,,,,,,79,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,79,,,,,,79,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,8,,,,,,8,,,EN,2023-03-30T22:00:00.000Z
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),numeric,AFR,Africa,Country,MUS,Mauritius,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,DATASOURCE_SDGHPVWHOUNI2022,"WHO/UNICEF coverage estimates 2021 revision, July 2022",,80,,,,,,80,,,EN,2023-03-30T22:00:00.000Z
